smiles,group
CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,test
CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,training
CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,test
CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,training
CC[N+](C)(C)C1=CC(=CC=C1)O,test
CC[N+](C)(C)C1=CC(=CC=C1)O,training
CC[N+](C)(C)CC1=CC=CC=C1Br,test
CC[N+](C)(C)CC1=CC=CC=C1Br,training
CC[PH+](CC)CC.CC[PH+](CC)CC.CC(=O)OCC1C(C(C(C(O1)[SH2+])OC(=O)C)OC(=O)C)OC(=O)C.[Au].[Au],test
CC[PH+](CC)CC.CC[PH+](CC)CC.CC(=O)OCC1C(C(C(C(O1)[SH2+])OC(=O)C)OC(=O)C)OC(=O)C.[Au].[Au],training
CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,test
CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,training
CN(C)C(=N)N=C(N)N,test
CN(C)C(=N)N=C(N)N,training
CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,test
CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,training
CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,test
CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,training
CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@@H]4CCOC4,test
CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@@H]4CCOC4,training
CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,test
CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,training
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,test
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,training
CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,test
CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,training
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,test
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,training
CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,test
CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,training
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,test
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,training
CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,test
CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,training
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,test
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,training
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,test
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,training
CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,test
CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,training
CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,test
CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,training
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,test
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,training
CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl,test
CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl,training
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,test
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,training
CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31,test
CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31,training
CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,test
CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,training
CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,test
CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,training
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,test
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,training
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,test
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,training
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,test
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,training
CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,test
CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,training
CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,test
CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,training
CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,test
CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,training
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,test
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,training
CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,test
CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,training
CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,test
CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,training
CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,test
CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,training
CN(C)NN=C1C(=NC=N1)C(=O)N,test
CN(C)NN=C1C(=NC=N1)C(=O)N,training
CN(C1=C(C(=C(C(=C1I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I)C(=O)CC(=O)N(C)C2=C(C(=C(C(=C2I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I,test
CN(C1=C(C(=C(C(=C1I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I)C(=O)CC(=O)N(C)C2=C(C(=C(C(=C2I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I,training
CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,test
CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,training
CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I,test
CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I,training
CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2,test
CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2,training
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,test
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,training
CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,test
CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,training
CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,test
CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,training
CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC,test
CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC,training
CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,test
CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,training
CN(CCCl)CCCl,test
CN(CCCl)CCCl,training
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O,test
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O,training
CN1/C(=C(/NC2=CC=CC=N2)\[O-])/C(=O)C3=CC=CC=C3S1(=O)=O.[Na+],test
CN1/C(=C(/NC2=CC=CC=N2)\[O-])/C(=O)C3=CC=CC=C3S1(=O)=O.[Na+],training
CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],test
CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],training
CN1C(=NN=N1)SCC2=C(N3C([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,test
CN1C(=NN=N1)SCC2=C(N3C([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,training
CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,test
CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,training
CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,test
CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,training
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,test
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,training
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,test
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,training
CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,test
CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,training
CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,test
CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,training
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,test
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,training
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F,test
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F,training
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,test
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,training
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,test
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,training
CN1C2=C(C(=O)N(C1=O)C)NC=N2,test
CN1C2=C(C(=O)N(C1=O)C)NC=N2,training
CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,test
CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,training
CN1C2=C(C(=O)N(C1=O)C)NC=N2.C[N+](C)(C)CCO,test
CN1C2=C(C(=O)N(C1=O)C)NC=N2.C[N+](C)(C)CCO,training
CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N,test
CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N,training
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,test
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,training
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,test
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,training
CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,test
CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,training
CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,test
CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,training
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,test
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,training
CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O,test
CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O,training
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,test
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,training
CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,test
CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,training
CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,test
CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,training
CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,test
CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,training
CN1C=CNC1=S,test
CN1C=CNC1=S,training
CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],test
CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],training
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,test
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,training
CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,test
CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,training
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,test
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,training
CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,test
CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,training
CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,test
CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,training
CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1,test
CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1,training
CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,test
CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,training
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,test
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,training
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,test
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,training
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,test
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,training
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,test
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,training
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,test
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,training
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O,test
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O,training
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,test
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,training
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,test
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,training
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,test
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,training
CN1CCC2=CC=CC3=C2C1CC4=C3C(=C(C=C4)O)O,test
CN1CCC2=CC=CC3=C2C1CC4=C3C(=C(C=C4)O)O,training
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,test
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,training
CN1CCCC1C2=CN=CC=C2,test
CN1CCCC1C2=CN=CC=C2,training
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,test
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,training
CN1CCCN=C1C=CC2=CC=CS2,test
CN1CCCN=C1C=CC2=CC=CS2,training
CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,test
CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,training
CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,test
CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,training
CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,test
CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,training
CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,test
CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,training
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,test
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,training
CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,test
CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,training
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,test
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,training
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,test
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,training
CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,test
CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,training
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,test
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,training
CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,test
CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,training
CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,test
CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,training
CN1CC[C@]23[C@@H]4[C@@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,test
CN1CC[C@]23[C@@H]4[C@@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,training
CN1C[C@@H]2C(C1)C3=CC=CC=C3OC4=C2C=C(C=C4)Cl,test
CN1C[C@@H]2C(C1)C3=CC=CC=C3OC4=C2C=C(C=C4)Cl,training
CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4C[C@@H](OC4=O)CO)F,training
CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,test
CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,training
CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,test
CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,training
CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,test
CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,training
CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,test
CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,training
CNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)N)N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,test
CNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)N)N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,training
CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,test
CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,training
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,test
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,training
CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],test
CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],training
CNC1(CCCCC1=O)C2=CC=CC=C2Cl,test
CNC1(CCCCC1=O)C2=CC=CC=C2Cl,training
CNC1=C(C=C(C=C1)C2=NC3=C(S2)C=C(C=C3)O)F,test
CNC1=C(C=C(C=C1)C2=NC3=C(S2)C=C(C=C3)O)F,training
CNC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)OCCOCCOCC[18F],test
CNC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)OCCOCCOCC[18F],training
CNC1=CC=C(C=C1)/C=C/C2=CN=C(C=C2)OCCOCCOCC[18F],test
CNC1=CC=C(C=C1)/C=C/C2=CN=C(C=C2)OCCOCCOCC[18F],training
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,test
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,training
CNCC(C1=CC(=C(C=C1)O)O)O,test
CNCC(C1=CC(=C(C=C1)O)O)O,training
CNCC(C1=CC(=CC=C1)O)O,test
CNCC(C1=CC(=CC=C1)O)O,training
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,test
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,training
CNCCC1=CC=CC=N1,test
CNCCC1=CC=CC=N1,training
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,test
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,training
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,test
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,training
CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,test
CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,training
CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,test
CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,training
CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,test
CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,training
CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],test
CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],training
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,test
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,training
CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,test
CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,training
CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,test
CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,training
CN\1C=CC=C/C1=C\[NH+]=O,test
CN\1C=CC=C/C1=C\[NH+]=O,training
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,test
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,training
COC(=O)C(C1CCCCN1)C2=CC=CC=C2,test
COC(=O)C(C1CCCCN1)C2=CC=CC=C2,training
COC(=O)C=CC(=O)O,test
COC(=O)C=CC(=O)O,training
COC(=O)CCC(=O)CN.Cl,test
COC(=O)CCC(=O)CN.Cl,training
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,test
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,training
COC(=O)[C@@H]1[C@H]2CCC(N2CCCF)C[C@@H]1C3=CC=C(C=C3)I,test
